strain	PD	read_uuid	sample	our_read_id	paper_chr_end	paper_n_yprime	paper_ids	paper_switch	our_chr_end	our_n_yprime	our_ids	our_status	our_path	our_entries	our_source	our_mechanism	our_blocks	our_switch
7172	28	c7edbddb-c8f3-48a8-b89e-5890f16d3470	7172_day3_with_selection	SRR33298430.438770	chr5R	4	ID2,ID2,ID2,ID1	N	chr5R	4.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R|chr4R:ID2_Red,ID2_Red,ID2_Red	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7302	28	c846b112-fe54-441f-8bdc-12389ceb4a8d	7302_day3_with_selection	SRR33298450.9453	chr12L	3	ID1,ID7,ID8	N	chr12L	3.0	ID1_Gray,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr12L1|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	28	c8b09253-120a-4b83-83f3-b6a75676d499	7302_day3_with_selection	SRR33298450.550311	chr7R	3	ID8,ID7,ID5	N	chr7R	3.0	ID5_Blue-Dark,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr16L1|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	c8e97366-0499-4057-97a7-9feebef6440c	7302_day4_with_selection	SRR33298449.196678	chr2R	4	ID8,ID7,ID8,ID7	N	chr2R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	c90681fe-cbfb-46cd-9590-1b7ee18b50ea	7302_day4_with_selection	SRR33298449.17944	chr8L	4	ID8,ID7,ID8,ID7	N	chr8L	4.0	ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow	1st Y' Change	chr13L[1-2]:ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow(circ x2.0 moderate | alt chr13L[2-4] + chr13L[1])	chr13L4|chr13L3|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
7172	33	c91169f1-eeac-41cc-bf68-c9b644adcb15	7172_day4_with_selection	SRR33298429.433917	chr12L	3	ID2,ID2,ID1	N	chr12L	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R|chr4R:ID2_Red,ID2_Red	chr12L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr15R1	chr12R	donor_transfer_candidates:3	chr12R|chr4R	False
7302	28	ca0db879-93ca-4b3e-9566-638959a6ab15	7302_day3_with_selection	SRR33298450.553836	chr14L	7	ID3,ID3,ID3,ID3,ID3,ID2,ID5	N	chr14L	7.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	1st Y' Change	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3-4]:ID3_Orange,ID3_Orange	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	tandem_amplification_same_end	chr16L|chr7R > chr14L	True
7302	28	cb030eec-b9e2-4471-afdc-473496562201	7302_day3_with_selection	SRR33298450.519409	chr8L	5	ID3,ID3,ID3,ID2,ID1	N	chr8L	5.0	ID1_Gray,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	chr8L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7302	28	cbae7a2c-5f7c-49fb-b1ba-202eb4f8c7ea	7302_day3_with_selection	SRR33298450.553877	chr2L	4	ID2,ID2,ID2,ID4	N	chr2L	4.0	ID4_Green-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr2L1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	28	cbc7bee3-61f7-49fa-b6cd-98905df0f928	7172_day3_with_selection	SRR33298430.481583	chr14L	6	ID5,ID2,ID3,ID3,ID5,ID2	N	chr14L	6.0	ID5_Blue-Dark,ID2_Red,ID3_Orange,ID3_Orange,ID5_Blue-Light,ID2_Red	1st Y' Change	chr7R?[1]:ID5_Blue-Dark > self[2-3]:ID2_Red,ID3_Orange > self[3]:ID3_Orange > self[1-2]:ID5_Blue-Light,ID2_Red	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr14L3|chr14L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr14L	tandem_amplification_same_end	chr7R > chr14L	True
7172	28	ccc0f1f3-963a-4398-9296-7cec941eb879	7172_day3_with_selection	SRR33298430.438826	chr7R	3	ID3,ID2,ID5	N	chr7R	3.0	ID5_Blue-Dark,ID2_Red,ID3_Orange	Y' Gain	chr14L[2-3]:ID2_Red,ID3_Orange	chr16L1|chr4R1,2,6;chr16L2|chr14L3	chr14L	donor_transfer	chr14L	False
7302	33	ccc28dcc-7a00-4f45-b9ee-0b0eff2d4840	7302_day4_with_selection	SRR33298449.552456	chr13L	7	ID7,ID7,ID8,ID7,ID8,ID8,ID7	N	chr13L	6.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID2_Red-Light,ID7_Yellow	Y' Gain	self[2-3]:ID2_Red-Light,ID7_Yellow	chr13L3|chr13L4|chr13L3|chr13L4|chr13L4|chr13L3	chr13L	tandem_amplification_same_end	chr13L	False
7302	28	ce3cdefc-ff36-47ad-8a0b-9f1f170f4dda	7302_day3_with_selection	SRR33298450.289374	chr16R	5	ID1,ID2,ID2,ID2,ID2	N	chr16R	5.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr16R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R1,2,3,6|chr12R6	chr12R	donor_transfer	chr12R	False
7302	33	cfe9ef3a-5653-4c61-830c-59f07d65b7e4	7302_day4_with_selection	SRR33298449.369151	chr12L	3	ID8,ID7,ID1	N	chr12L	3.0	ID1_Gray,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr12L1|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	28	cff0bede-cb8c-4b88-b6ad-5089415c3345	7302_day3_with_selection	SRR33298450.224858	chr15R	3	ID2,ID2,ID2	N	chr15R	3.0	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr15R1|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr4R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	28	d1921f67-5cf4-4939-86b7-01663ced1ccc	7172_day3_with_selection	SRR33298430.185734	chr9L	5	ID5,ID3,ID3,ID5,ID6	Y	chr9L	5.0	ID6_Purple-Dark,ID5_Blue-Dark,ID3_Orange,ID3_Orange,ID5_Blue-Light	Y' Gain	chr16L?[1]:ID5_Blue-Dark > chr14L[3]:ID3_Orange > chr14L[3]:ID3_Orange > chr14L[1]:ID5_Blue-Light	chr10L1|chr7R1|chr14L3|chr14L3|chr14L1	ambiguous	unmatched_array	chr16L > chr14L	True
7172	33	d1a350d6-2c57-4783-8f0d-3aca8b456c46	7172_day4_with_selection	SRR33298429.21416	chr5L	5	ID2,ID2,ID2,ID2,ID6	N	chr5L	5.0	ID6_Purple-Light,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[5-8]:ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr5L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8	chr12R	donor_transfer	chr12R	False
7172	33	d1b778d9-ecac-478f-abcf-cf6cdb90585a	7172_day4_with_selection	SRR33298429.467336	chr14L	6	ID3,ID2,ID3,ID3,ID2,ID5	N	chr14L	6.0	ID5_Blue-Dark,ID2_Red,ID3_Orange,ID3_Orange,ID2_Red,ID3_Orange	1st Y' Change	chr7R?[1]:ID5_Blue-Dark > self[2-3]:ID2_Red,ID3_Orange > self[2-3]:ID3_Orange,ID2_Red,ID3_Orange(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3])	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr14L3|chr12R6,8|chr14L3	chr16L	donor_transfer	chr7R > chr14L	True
7302	28	d1fee906-353b-4ab2-b222-d56ae8707331	7302_day3_with_selection	SRR33298450.496271	chr16R	3	ID1,ID2,ID3	N	chr16R	3.0	ID1_Gray,ID2_Red-Light,ID3_Orange	Y' Gain	chr13L?[2]:ID2_Red-Light > chr14L[3]:ID3_Orange	chr16R1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5	chr14L	donor_transfer	chr13L > chr14L	True
7172	28	d230ced0-21af-4365-8290-f49c23ea82e6	7172_day3_with_selection	SRR33298430.481729	chr12R	16	ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	16.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x8.0 strong)	chr12R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3|chr14L3|chr14L3|chr14L3|chr14L3|chr14L3|chr14L3|chr14L3	chr14L	donor_transfer	chr14L	False
7172	28	d234dacb-ec66-4d2b-9dda-82a35cf90e99	7172_day3_with_selection	SRR33298430.529312	chr14L	14	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID5	N	chr14L	11.0	ID5_Blue-Dark,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	1st Y' Change	chr16L[1-2]:ID5_Blue-Dark,ID2_Red > chr4R[4-6]:ID2_Red,ID2_Red,ID2_Red > chr12R[2-5]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.5 moderate | alt chr12R[2-5] + chr12R[2-3])	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2	chr16L	donor_transfer	chr16L > chr4R > chr12R	True
7302	28	d2e610a3-829a-4e1d-b682-51b233e950ff	7302_day3_with_selection	SRR33298450.174100	chr1L	5	ID8,ID8,ID7,ID8,ID7	N	chr1L	5.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	d3083910-d389-431e-a515-21bf01cb6b97	7302_day4_with_selection	SRR33298449.170056	chr9L	3	ID6,ID2,ID2	N	chr9L	3.0	ID6_Purple-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr9L1|chr4R1,2,3,6|chr4R1,2,3,6	chr4R	donor_transfer	chr4R	False
7302	28	d37a506e-0754-46d2-a741-28c232d3c97e	7302_day3_with_selection	SRR33298450.277655	chr6L	4	ID2,ID2,ID2,ID2	N	chr6L	4.0	ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	1st Y' Change	chr12R[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer	chr12R	False
7302	33	d3ec9dff-5c34-4c96-9cea-e877d9e8d106	7302_day4_with_selection	SRR33298449.510400	chr8L	3	ID8,ID7,ID1	N	chr8L	3.0	ID1_Gray,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr8L1|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	28	d4ab735a-5e27-454c-9f7c-d484efcc5b7f	7302_day3_with_selection	SRR33298450.557450	chr12R	9	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	9.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	self[2-4]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	tandem_amplification_same_end	chr12R	False
7302	28	d4d6c7ae-2d34-4c43-bcab-f0a2db0aac5a	7302_day3_with_selection	SRR33298450.393336	chr16L	3	ID2,ID2,ID5	N	chr16L	3.0	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	donor_transfer	chr4R	False
7172	33	d50ee75b-8a37-4d52-9f96-01fcc3c2dc0c	7172_day4_with_selection	SRR33298429.322285	chr2R	4	ID2,ID2,ID2,ID3	N	chr2R	4.0	ID3_Orange,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr14L[3]:ID3_Orange > chr4R[5-7]:ID2_Red,ID2_Red,ID2_Red	chr14L3|chr4R5|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr14L	donor_transfer	chr14L > chr4R	True
7172	33	d54a0d8d-68b0-4bfd-b84a-ca82606de743	7172_day4_with_selection_repeat	SRR33298428.54771	chr11R	2	ID2,ID2	N	chr11R	2.0	ID2_Red,ID2_Red	Y' Gain	chr12R|chr4R:ID2_Red,ID2_Red	chr15R1|chr12R6,8	chr15R	subtelomere_switch	chr12R|chr4R	False
7302	28	d6030f13-923e-4572-8ec4-3ba17dbbabb0	7302_day3_with_selection	SRR33298450.390026	chr10R	5	ID7,ID8,ID7,ID8,ID7	N	chr10R	5.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow(circ x2.5 strong)	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3	chr13L	subtelomere_switch	chr13L	False
7302	33	d7a2c0c9-84c3-4b00-b573-0e7b3089ea9c	7302_day4_with_selection	SRR33298449.507268	chr2R	4	ID7,ID8,ID7,ID8	N	chr2R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	d90ce87d-1638-46df-b1c7-9ba664ca05ad	7302_day4_with_selection	SRR33298449.109175	chr1R	3	ID5,ID7,ID3	Y	chr1R	3.0	ID5_Blue-Dark,ID7_Yellow,ID3_Orange	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr13L[1]:ID7_Yellow > chr14L[3]:ID3_Orange	chr16L1|chr13L3|chr14L3,4,5	chr14	unmatched_array	chr16L|chr7R > chr13L > chr14L	True
7172	33	d9e16463-70dc-4332-bd42-c366464072f4	7172_day4_with_selection	SRR33298429.534535	chr6L	5	ID3,ID3,ID3,ID3,ID4	N	chr6L	5.0	ID4_Green-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x4.0 strong)	chr6L1|chr14L3|chr14L3|chr14L3|chr14L3	chr14L	donor_transfer	chr14L	False
7302	28	da0f3c7b-80e8-486b-9f3f-fc30aaa4d91a	7302_day3_with_selection	SRR33298450.569831	chr10R	3	ID7,ID8,ID7	N	chr10R	3.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	chr13L[1-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow	chr13L3|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
7302	28	db16d22f-ccd3-4606-8d59-93703ce35cc0	7302_day3_with_selection	SRR33298450.262845	chr12L	3	ID1,ID7,ID8	N	chr12L	3.0	ID1_Gray,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light	chr12L1|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	ddc393f4-1635-454a-a245-cdfb56c01bae	7302_day4_with_selection	SRR33298449.433991	chr15L	5	ID5,ID2,ID3,ID3,ID3	N	chr15L	5.0	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[1-5]:ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	chr14L1|chr4R1,2,3,6|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	28	de4d9dd6-7cef-472b-990c-2d2dc5a89611	7172_day3_with_selection	SRR33298430.163554	chr5R	3	ID3,ID2,ID1	N	chr5R	3.0	ID1_Gray,ID2_Red,ID3_Orange	Y' Gain	chr14L[2-3]:ID2_Red,ID3_Orange	chr5R1|chr4R1,2,6;chr16L2|chr14L3	chr14L	donor_transfer	chr14L	False
7302	28	de6a7be9-a028-4bdc-8219-a7901ac93bdc	7302_day3_with_selection	SRR33298450.354968	chr5R	4	ID3,ID3,ID3,ID1	N	chr5R	4.0	ID1_Gray,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-5]:ID3_Orange,ID3_Orange,ID3_Orange	chr5R1|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7302	33	df1e7249-2866-40bb-b696-61c18108b66d	7302_day4_with_selection	SRR33298449.475779	chr7R	3	ID5,ID8,ID7	N	chr7R	3.0	ID5_Blue-Dark,ID2_Red-Light,ID7_Yellow	Y' Gain	chr13L[2-3]:ID2_Red-Light,ID7_Yellow	chr16L1|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
7172	28	df447bd4-35ef-4db3-ae43-a480a1837d4e	7172_day3_with_selection	SRR33298430.139959	chr1L	3	ID5,ID5,ID5	Y	chr1L	3.0	ID5_Blue-Dark,ID5_Blue-Light,ID5_Blue-Light	Y' Gain	chr16L?[1]:ID5_Blue-Dark > chr14L[1]:ID5_Blue-Light > chr14L[1]:ID5_Blue-Light	chr16L1|chr14L1|chr14L1	ambiguous	unmatched_array	chr16L > chr14L	True
7172	28	df663ed4-83b5-4ebe-bc77-cffa0749b1b5	7172_day3_with_selection	SRR33298430.320491	chr6R	2	ID3,ID3	N	chr6R	2.0	ID3_Orange,ID3_Orange	Y' Gain	chr14L[3]:ID3_Orange > chr14L[3]:ID3_Orange	chr14L3|chr14L3	ambiguous	unmatched_array	chr14L	False
7302	33	e140f647-ce2b-4697-ac36-315c9b9cde67	7302_day4_with_selection	SRR33298449.567566	chr3R	4	ID5,ID8,ID7,ID8	Y	chr3R	4.0	ID5_Blue-Dark,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr16L|chr7R:ID5_Blue-Dark > chr13L[2-4]:ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr16L1|chr13L4|chr13L3|chr13L4	chr7R	subtelomere_switch	chr16L|chr7R > chr13L	True
7172	33	e38fc433-77dd-47f4-bd03-2204a718f8f6	7172_day4_with_selection_repeat	SRR33298428.30826	chr12R	10	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	10.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[6-7]:ID2_Red,ID2_Red	chr12R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8|chr12R7|chr12R6,8	chr12R	tandem_amplification_same_end	chr12R	False
7172	33	e5e5cd3c-fa24-42bc-98a2-4967ac0c1b30	7172_day4_with_selection	SRR33298429.147069	chr4R	10	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	10.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[5-7]:ID2_Red,ID2_Red,ID2_Red	chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	tandem_amplification_same_end	chr4R	False
7172	33	e635abd2-2812-4cf0-9765-5934dd0ebc26	7172_day4_with_selection_repeat	SRR33298428.303246	chr2L	4	ID4,ID2,ID2,ID2	N	chr2L	4.0	ID4_Green-Light,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[6-8]:ID2_Red,ID2_Red,ID2_Red	chr2L1|chr12R6,8|chr12R6,8|chr4R1,2,6;chr16L2	chr12R	donor_transfer	chr12R	False
7172	33	e65cec7b-630f-4127-8c3d-c70ad9142eee	7172_day4_with_selection	SRR33298429.17822	chr16R	3	ID3,ID2,ID3	N	chr16R	3.0	ID3_Orange,ID2_Red,ID3_Orange	1st Y' Change	chr14L[2-3]:ID3_Orange,ID2_Red,ID3_Orange(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3])	chr14L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	donor_transfer	chr14L	False
7302	28	e67f4986-8e8a-4da8-bbfc-0141b7004b7f	7302_day3_with_selection	SRR33298450.404768	chr13L	7	ID7,ID8,ID7,ID8,ID7,ID8,ID7	N	chr13L	7.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	self[1-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3|chr13L4|chr13L3	chr13L	tandem_amplification_same_end	chr13L	False
7172	33	e6906376-dc00-478a-a5ee-b0e3bd43a647	7172_day4_with_selection	SRR33298429.127382	chr4R	17	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	17.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[3-6]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.2 moderate | alt chr4R[1] + chr4R[4-7]) > self[3-5]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.7 moderate | alt chr4R[1] + chr4R[3-6])	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr15R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2	chr4R	tandem_amplification_same_end	chr4R	False
7172	33	e710ba90-c03b-4598-8ccd-09e7bce527d1	7172_day4_with_selection_repeat	SRR33298428.246987	chr4R	9	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	9.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[4-5]:ID2_Red,ID2_Red	chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5	chr4R	tandem_amplification_same_end	chr4R	False
